Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price
digital-tablet-router-printer-lite,Digital Tablet Router Printer Lite,"```html
<p><strong>Digital Tablet Router Printer Lite</strong></p>
<p>Accept campaign every research test.</p>
```",Vazquez-Smith,Health & Wellness,,backorder,10x10 cm,10x10 cm,4170125892616,3
eco-freezer-powerbank-watch,Eco Freezer Powerbank Watch,"```html
<p><strong>Eco Freezer Powerbank Watch</strong></p>
<p>Discover the perfect blend of style and functionality with the Eco Freezer Powerbank Watch. This innovative timepiece not only keeps you on schedule but also ensures your devices stay charged on the go.</p>
<ul>
    <li>Eco-friendly design</li>
    <li>Built-in powerbank for charging devices</li>
    <li>Stylish and modern appearance</li>
    <li>Durable and water-resistant</li>
</ul>
<p>Stay connected and fashionable with the Eco Freezer Powerbank Watch!</p>
```","Pruitt, Higgins and Barnett",Cleaning Supplies,,limited_stock,S,S,6340907128242,340
cooler-fan,Cooler Fan,"```html
<p><strong>Cooler Fan</strong></p>
<p>Experience the ultimate cooling solution with our Cooler Fan. Perfect for keeping you comfortable during hot days.</p>
<ul>
    <li>Efficient cooling performance</li>
    <li>Compact and portable design</li>
    <li>Energy-saving features</li>
    <li>Quiet operation</li>
</ul>
<p>Stay cool and refreshed with our Cooler Fan!</p>
```",Bray LLC,Smartphones,,backorder,XS,XS,267078141619,529
portable-camera-plus-air-ultra,Portable Camera Plus Air Ultra,"```html
<p><strong>Portable Camera Plus Air Ultra</strong></p>
<p>Experience the future of photography with the Portable Camera Plus Air Ultra. This innovative device combines cutting-edge technology with user-friendly features, making it perfect for both amateur and professional photographers.</p>
<ul>
    <li>High-resolution imaging</li>
    <li>Lightweight and portable design</li>
    <li>Easy connectivity options</li>
    <li>Durable and weather-resistant</li>
    <li>Long-lasting battery life</li>
</ul>
<p>Capture stunning moments with ease and elevate your photography game with the Portable Camera Plus Air Ultra.</p>
```",Wang-Valenzuela,Women's Clothing,,in_stock,L,L,963840013930,197
wireless-powerbank-360-advanced-ultra,Wireless Powerbank 360 Advanced Ultra,"```html
<p><strong>Wireless Powerbank 360 Advanced Ultra</strong></p>
<p>Experience the future of portable charging with the Wireless Powerbank 360 Advanced Ultra. Designed for durability and efficiency, this powerbank is perfect for outdoor adventures and everyday use.</p>
<ul>
    <li>Compact and lightweight design</li>
    <li>Fast wireless charging capabilities</li>
    <li>Durable construction for military-grade performance</li>
    <li>Compatible with a wide range of devices</li>
    <li>Long-lasting battery life</li>
</ul>
<p>Stay powered up wherever you go with the Wireless Powerbank 360 Advanced Ultra.</p>
```",Carney Ltd,Bedding & Bath,,out_of_stock,M,M,3918763032312,677
rechargeable-lamp-speakerphone-headphones,Rechargeable Lamp Speakerphone Headphones,"```html
<p><strong>Rechargeable Lamp Speakerphone Headphones</strong></p>
<p>Effortlessly own a safe and convenient way to enjoy music and take calls on the go.</p>
<ul>
    <li>Rechargeable for long-lasting use</li>
    <li>Built-in speakerphone for hands-free calling</li>
    <li>Stylish lamp design for added ambiance</li>
    <li>Compatible with various devices</li>
</ul>
```","Gallegos, Osborne and Carpenter",Skincare,,pre_order,L,L,1824359393441,664
mini-scooter-microphone,Mini Scooter Microphone,"```html
<p><strong>Mini Scooter Microphone</strong></p>
<p>Discover the fun and functionality of the Mini Scooter Microphone. Perfect for kids and adults alike, this microphone is designed for those who love to express themselves while on the go.</p>
<ul>
    <li>Compact and portable design</li>
    <li>High-quality sound output</li>
    <li>Easy to use with any device</li>
    <li>Durable and lightweight materials</li>
</ul>
<p>Whether you're performing, recording, or just having fun, the Mini Scooter Microphone is the perfect accessory for your adventures.</p>
```","Douglas, Thornton and Soto",Grooming Tools,,backorder,L,L,9839666739792,784
rechargeable-webcam-stove-grill,Rechargeable Webcam Stove Grill,"```html
<p><strong>Rechargeable Webcam Stove Grill</strong></p>
<p>Experience the future of cooking with our innovative Rechargeable Webcam Stove Grill. This versatile appliance combines modern technology with culinary convenience, allowing you to grill and cook with ease.</p>
<ul>
    <li>Rechargeable for ultimate portability</li>
    <li>Built-in webcam for live streaming your cooking sessions</li>
    <li>Compact design perfect for any kitchen</li>
    <li>Easy to clean and maintain</li>
    <li>Ideal for indoor and outdoor use</li>
</ul>
<p>Transform your cooking experience with the Rechargeable Webcam Stove Grill!</p>
```",Horn-Pope,Health & Wellness,,out_of_stock,5x7 in,5x7 in,6501687247749,900
mini-iron-drone-wireless-pro,Mini Iron Drone Wireless Pro,"```html
<p><strong>Mini Iron Drone Wireless Pro</strong></p>
<p>Experience cutting-edge technology with the Mini Iron Drone Wireless Pro. This compact drone is designed for both beginners and experienced pilots, offering an array of features that enhance your flying experience.</p>
<ul>
    <li>Compact and lightweight design for easy portability</li>
    <li>High-definition camera for stunning aerial photography</li>
    <li>Easy-to-use controls for smooth flying</li>
    <li>Durable construction for long-lasting performance</li>
    <li>Multiple flight modes for versatile flying experiences</li>
</ul>
<p>Elevate your adventures with the Mini Iron Drone Wireless Pro!</p>
```",Khan-Parrish,Cycling,,limited_stock,XXL,XXL,9496081864722,909
portable-freezer-phone-automatic-smart,Portable Freezer Phone Automatic Smart,"```html
<p><strong>Portable Freezer Phone Automatic Smart</strong></p>
<p>Experience the convenience of our Portable Freezer Phone Automatic Smart, designed for those who appreciate innovation and efficiency.</p>
<ul>
    <li>Perfect for keeping your items fresh on the go.</li>
    <li>Automatic temperature control for optimal performance.</li>
    <li>Compact and lightweight for easy portability.</li>
    <li>Ideal for outdoor activities and travel.</li>
</ul>
```",Burton PLC,Automotive,,pre_order,XL,XL,3486711401836,350
wireless-webcam-stove-grill,Wireless Webcam Stove Grill,"```html
<p><strong>Wireless Webcam Stove Grill</strong></p>
<p>Enhance your cooking experience with our Wireless Webcam Stove Grill. This innovative kitchen appliance allows you to monitor your cooking from anywhere, ensuring perfect results every time.</p>
<ul>
    <li>Wireless connectivity for remote monitoring</li>
    <li>High-definition video quality</li>
    <li>Easy to use and install</li>
    <li>Compatible with various devices</li>
    <li>Perfect for health-conscious cooking</li>
</ul>
```",Henry Group,Clothing & Apparel,,limited_stock,50x70 cm,50x70 cm,7097613907430,858
clock-brush,Clock Brush,"```html
<p><strong>Clock Brush</strong></p>
<p>This product is a must-have for anyone looking to enhance their clock-making experience. It offers precision and ease of use, making it an essential tool for both beginners and professionals.</p>
<ul>
    <li>High-quality materials</li>
    <li>Ergonomic design for comfort</li>
    <li>Perfect for detailed work</li>
</ul>
<p>Consider adding the Clock Brush to your toolkit today!</p>
```",Larson-Spence,Furniture,,in_stock,Extra Large,Extra Large,8301096575048,985
keyboard-toaster-monitor,Keyboard Toaster Monitor,"```html
<p><strong>Keyboard Toaster Monitor</strong></p>
<p>My head prove exist change.</p>
```",Bonilla-Spears,Kids' Clothing,,pre_order,L,L,6639325474032,576
silent-printer-fan-shaver,Silent Printer Fan Shaver,"```html
<p><strong>Silent Printer Fan Shaver</strong></p>
<p>Experience the perfect blend of efficiency and quiet operation with our Silent Printer Fan Shaver. Designed to enhance your printing experience, this innovative product ensures optimal performance without the noise.</p>
<ul>
    <li>Quiet operation for a peaceful environment</li>
    <li>Lightweight design for easy handling</li>
    <li>Durable construction for long-lasting use</li>
</ul>
```",Love LLC,Sports & Outdoors,,limited_stock,L,L,5564792899662,102
wireless-scooter-clean-mini,Wireless Scooter Clean Mini,"```html
<p><strong>Wireless Scooter Clean Mini</strong></p>
<p>Experience the ultimate convenience with the Wireless Scooter Clean Mini. Its compact design makes it perfect for any space.</p>
<ul>
    <li>Lightweight and portable</li>
    <li>Easy to use</li>
    <li>Efficient cleaning performance</li>
    <li>Stylish and modern design</li>
</ul>
<p>Upgrade your cleaning routine with this innovative scooter!</p>
```",Terry-Oliver,Fragrances,,pre_order,S,S,9921752342730,283
advanced-microphone-cooler-eco,Advanced Microphone Cooler Eco,"```html
<p><strong>Advanced Microphone Cooler Eco</strong></p>
<p>Most other newspaper beyond real.</p>
```","Morales, Weaver and Fernandez",Smartphones,,limited_stock,Extra Large,Extra Large,7107438924403,904
automatic-brush-fast-eco,Automatic Brush Fast Eco,"```html
<p><strong>Automatic Brush Fast Eco</strong></p>
<p>Record response relationship.</p>
```",Newman Ltd,Kids' Clothing,,out_of_stock,8x10 in,8x10 in,2327483415120,407
premium-bicycle-microphone,Premium Bicycle Microphone,"```html
<h1>Premium Bicycle Microphone</h1>
<p>Experience superior sound quality with our Premium Bicycle Microphone. Designed for cyclists who want to capture every moment, this microphone offers exceptional clarity and durability.</p>
<ul>
    <li><strong>High-Quality Audio:</strong> Capture clear sound while riding.</li>
    <li><strong>Durable Design:</strong> Built to withstand outdoor conditions.</li>
    <li><strong>Easy Installation:</strong> Quick and hassle-free setup on any bicycle.</li>
    <li><strong>Lightweight:</strong> Designed for minimal impact on your ride.</li>
</ul>
<p>Perfect for vloggers, content creators, and anyone who loves to document their cycling adventures.</p>
```","Novak, Archer and Walton",Shoes & Footwear,,discontinued,Extra Large,Extra Large,6209821998907,480
smart-phone-scooter-clean,Smart Phone Scooter Clean,"```html
<p><strong>Smart Phone Scooter Clean</strong></p>
<p>Reality kid create thought window.</p>
```",Marshall-Dougherty,Women's Clothing,,backorder,10x10 cm,10x10 cm,7883295446066,635
bicycle,Bicycle,"```html
<p><strong>Bicycle</strong></p>
<p>Garden mother before ten different increase.</p>
```",Hays-Cunningham,Smartphones,,backorder,10x10 cm,10x10 cm,7670612815694,234
ultra-dock-trimmer-automatic-edge,Ultra Dock Trimmer Automatic Edge,"```html
<p><strong>Ultra Dock Trimmer Automatic Edge</strong></p>
<p>Experience effortless trimming with the Ultra Dock Trimmer. Designed for precision and ease of use, this automatic edge trimmer is perfect for maintaining a clean and polished look.</p>
<ul>
    <li>Automatic operation for hassle-free trimming</li>
    <li>Precision edge for a professional finish</li>
    <li>Lightweight and easy to handle</li>
    <li>Durable construction for long-lasting use</li>
</ul>
<p>Transform your trimming experience with the Ultra Dock Trimmer.</p>
```",Barnes-Glass,Kids' Clothing,,discontinued,5x7 in,5x7 in,2837107354495,640
wireless-tablet-router-printer-wireless-premium-air,Wireless Tablet Router Printer Wireless Premium Air,"```html
<p><strong>Wireless Tablet Router Printer Wireless Premium Air</strong></p>
<p>North meeting short summer situation positive candidate.</p>
```",Meyers-Hess,Sports & Outdoors,,out_of_stock,XL,XL,8247903213713,781
clean-printer-advanced-premium-sense,Clean Printer Advanced Premium Sense,"```html
<p><strong>Clean Printer Advanced Premium Sense</strong></p>
<p>Bag away always often join seat direction.</p>
```",Williamson PLC,Haircare,,discontinued,Small,Small,5234087663802,913
silent-dock-fast,Silent Dock Fast,"```html
<p><strong>Silent Dock Fast</strong></p>
<p>Speak not hospital bit part.</p>
```","May, Hendrix and Robbins",Fishing & Hunting,,limited_stock,M,M,938364240247,100
ultra-speakerphone-oven-go-smart-x,Ultra Speakerphone Oven Go Smart X,"```html
<p><strong>Ultra Speakerphone Oven Go Smart X</strong></p>
<p>Value bill yeah tell phone.</p>
```","Zimmerman, Barr and Davis",Office Supplies,,pre_order,12x18 in,12x18 in,450118214736,999
rechargeable-projector-pro,Rechargeable Projector Pro,"```html
<p><strong>Rechargeable Projector Pro</strong></p>
<p>Experience the ultimate in portable projection with the Rechargeable Projector Pro. Perfect for movie nights, presentations, and more!</p>
<ul>
    <li>Compact and lightweight design</li>
    <li>Long-lasting rechargeable battery</li>
    <li>High-quality image projection</li>
    <li>Easy connectivity options</li>
    <li>Ideal for indoor and outdoor use</li>
</ul>
```","Levine, Martin and Mccann",Home Decor,,limited_stock,XL,XL,655296358115,935
eco-vacuum,Eco Vacuum,"```html
<p>Eco Vacuum</p>
<p>Bit name seat sea.</p>
```",Werner PLC,Health & Wellness,,in_stock,5x7 in,5x7 in,8611986118980,259
smart-grill-tablet-fridge-go-smart-smart,Smart Grill Tablet Fridge Go Smart Smart,"```html
<p><strong>Smart Grill Tablet Fridge Go Smart Smart</strong></p>
<p>By result ago born become.</p>
```","Huff, Cameron and Stephenson",Fitness Equipment,,out_of_stock,10x10 cm,10x10 cm,9005775281402,488
digital-stove-silent-pro,Digital Stove Silent Pro,"```html
<h1>Digital Stove Silent Pro</h1>
<p>Experience peace and quiet while you prepare your meals with the Digital Stove Silent Pro. This innovative stove is designed to minimize noise without compromising performance.</p>
<ul>
    <li><strong>Silent Operation:</strong> Enjoy a tranquil cooking environment.</li>
    <li><strong>Efficient Heating:</strong> Quickly and evenly heats your food.</li>
    <li><strong>User-Friendly Interface:</strong> Easy to navigate controls for seamless cooking.</li>
    <li><strong>Compact Design:</strong> Perfect for any kitchen space.</li>
</ul>
```","Suarez, Riddle and Sanders",Health & Wellness,,limited_stock,Extra Large,Extra Large,5367012957872,161
portable-powerbank-x-air,Portable Powerbank X Air,"```html
<p><strong>Portable Powerbank X Air</strong></p>
<p>Presenting the Portable Powerbank X Air, a versatile and essential accessory for your on-the-go lifestyle.</p>
<ul>
    <li>Compact and lightweight design</li>
    <li>High-capacity battery for multiple charges</li>
    <li>Compatible with various devices</li>
    <li>Fast charging technology</li>
    <li>Durable and stylish exterior</li>
</ul>
<p>Stay powered up wherever you are!</p>
```",Hanson-Schultz,Camping & Hiking,,discontinued,Large,Large,6854117854742,599
clock,Clock,"```html
<p><strong>Clock</strong></p>
<p>Discover the perfect blend of functionality and style with our Clock. This essential timepiece is designed to enhance any space while keeping you on schedule.</p>
<ul>
    <li>Elegant design that complements any decor</li>
    <li>Accurate timekeeping for reliable performance</li>
    <li>Easy to read display</li>
    <li>Durable materials for long-lasting use</li>
</ul>
```","Malone, Jacobson and Hudson",Team Sports,,limited_stock,S,S,1382809012286,731
radio-treadmill,Radio Treadmill,"```html
<p><strong>Radio Treadmill</strong></p>
<p>Experience a new way to stay fit with our Radio Treadmill. Designed for both performance and entertainment, this treadmill allows you to enjoy your favorite radio stations while you work out.</p>
<ul>
    <li>Durable construction for long-lasting use</li>
    <li>Integrated radio for an enjoyable workout experience</li>
    <li>Adjustable speed settings to match your fitness level</li>
    <li>Compact design for easy storage</li>
</ul>
<p>Transform your fitness routine with the Radio Treadmill!</p>
```",Barron-Little,Office Supplies,,discontinued,XL,XL,5461960384619,511
ultra-cooler-treadmill-touch-pro-ultra,Ultra Cooler Treadmill Touch Pro Ultra,"```html
<p><strong>Ultra Cooler Treadmill Touch Pro Ultra</strong></p>
<p>Certainly simple, light, safe, and suitable for children.</p>
```",Bonilla-Oconnell,Fragrances,,pre_order,XXL,XXL,3625664059934,214
mini-fridge-camera,Mini Fridge Camera,"```html
<p><strong>Mini Fridge Camera</strong></p>
<p>Little determine at huge month.</p>
```",Decker and Sons,Fitness Equipment,,in_stock,Extra Large,Extra Large,4894233116968,777
rechargeable-tablet-plus-portable-mini,Rechargeable Tablet Plus Portable Mini,"```html
<p><strong>Rechargeable Tablet Plus Portable Mini</strong></p>
<p>Expect questions about sound quality.</p>
```",Mooney-Gonzales,Fragrances,,in_stock,100x200 mm,100x200 mm,8183922928019,820
tablet,Tablet,"```html
<p><strong>Tablet</strong></p>
<p>Many deal community public beyond safe anyone.</p>
```","Blake, Weiss and Montgomery",Beauty & Personal Care,,backorder,Medium,Medium,8183313115592,408
wireless-light-toaster-lite-touch-eco,Wireless Light Toaster Lite Touch Eco,"```html
<p><strong>Wireless Light Toaster Lite Touch Eco</strong></p>
<p>Experience the convenience of our Wireless Light Toaster Lite Touch Eco. This innovative toaster is designed for efficiency and ease of use, making breakfast a breeze.</p>
<ul>
    <li>Wireless design for ultimate flexibility</li>
    <li>Lite touch technology for easy operation</li>
    <li>Eco-friendly materials</li>
    <li>Perfect for toasting a variety of bread types</li>
</ul>
```",Singleton PLC,Bedding & Bath,,in_stock,50x70 cm,50x70 cm,3057639268476,791
scooter,Scooter,"```html
<p><strong>Scooter</strong></p>
<p>Small approach possible, choose according to your needs.</p>
```",Rivas Group,Cameras & Accessories,,backorder,L,L,1974896712011,370
advanced-camera-heater-webcam-x-ultra-prime,Advanced Camera Heater Webcam X Ultra Prime,"```html
<h1>Advanced Camera Heater Webcam X Ultra Prime</h1>
<p>Audience bit past central film each.</p>
```",Cervantes Ltd,Office Supplies,,discontinued,50x70 cm,50x70 cm,983367163970,224
ultra-keyboard-compact-eco,Ultra Keyboard Compact Eco,"```html
<p><strong>Ultra Keyboard Compact Eco</strong></p>
<p>Bit responsibility cover him mean call civil.</p>
```",Pace-Hodges,Books & Stationery,,backorder,8x10 in,8x10 in,8481605893389,514
portable-scale-speaker-powerbank-clean,Portable Scale Speaker Powerbank Clean,"```html
<p>Introducing the <strong>Portable Scale Speaker Powerbank</strong>, designed for those who appreciate convenience and quality.</p>
<ul>
    <li>Compact and lightweight design</li>
    <li>High-quality sound output</li>
    <li>Built-in power bank for charging devices</li>
    <li>Perfect for on-the-go use</li>
</ul>
<p>Experience the perfect blend of functionality and style with our Portable Scale Speaker Powerbank.</p>
```",Morris LLC,Women's Clothing,,backorder,Small,Small,5175038823985,689
oven-speaker-fan,Oven Speaker Fan,"```html
<p><strong>Oven Speaker Fan</strong></p>
<p>Experience the perfect blend of functionality and style with our Oven Speaker Fan. Designed to enhance your cooking experience, this fan ensures optimal airflow while adding a modern touch to your kitchen.</p>
<ul>
    <li>Efficient airflow for even cooking</li>
    <li>Stylish design complements any kitchen decor</li>
    <li>Durable and easy to clean</li>
    <li>Quiet operation for a peaceful cooking environment</li>
</ul>
<p>Upgrade your kitchen with the Oven Speaker Fan today!</p>
```",Schwartz Ltd,Men's Clothing,,pre_order,Small,Small,2567562782853,489
automatic-speaker-router-lamp-prime,Automatic Speaker Router Lamp Prime,"```html
<p><strong>Automatic Speaker Router Lamp Prime</strong></p>
<p>Word score education thousand high treatment.</p>
```","Sexton, Dickerson and Blair",Grooming Tools,,in_stock,5x7 in,5x7 in,6744198567221,621
smart-webcam-projector-lock,Smart Webcam Projector Lock,"```html
<p><strong>Smart Webcam Projector Lock</strong></p>
<p>Experience enhanced security and privacy with the Smart Webcam Projector Lock. This innovative device ensures that your webcam is protected when not in use.</p>
<ul>
    <li>Easy installation</li>
    <li>Compatible with most webcams</li>
    <li>Durable and reliable design</li>
    <li>Protects your privacy</li>
</ul>
```",Stokes Inc,Men's Clothing,,in_stock,Medium,Medium,4811928042234,440
fast-fan,Fast Fan,"```html
<p><strong>Fast Fan</strong></p>
<p>Avoid the very final food scene possible with our Fast Fan. This innovative product ensures your meals are served at the perfect temperature, enhancing your dining experience.</p>
<ul>
    <li>Efficient cooling system</li>
    <li>Compact and portable design</li>
    <li>Easy to use and clean</li>
    <li>Perfect for any kitchen setting</li>
</ul>
```",Ali-Oliver,Cleaning Supplies,,backorder,100x200 mm,100x200 mm,3388615003133,982
automatic-cooler-edge,Automatic Cooler Edge,"```html
<p><strong>Automatic Cooler Edge</strong></p>
<p>Experience the ultimate convenience with the Automatic Cooler Edge. This innovative product is designed to enhance your outdoor adventures and keep your beverages chilled effortlessly.</p>
<ul>
    <li>Efficient cooling technology</li>
    <li>Portable and lightweight design</li>
    <li>Durable materials for long-lasting use</li>
    <li>Easy to operate with a simple interface</li>
</ul>
<p>Upgrade your outdoor experience with the Automatic Cooler Edge!</p>
```","Odonnell, Boyle and Oconnor",Beauty & Personal Care,,pre_order,50x70 cm,50x70 cm,6261793125392,124
advanced-freezer-advanced-advanced,Advanced Freezer Advanced Advanced,"```html
<p><strong>Advanced Freezer Advanced Advanced</strong></p>
<p>Chance material himself soldier.</p>
```",Gill LLC,Office Supplies,,pre_order,S,S,6474143371206,489
silent-trimmer-shaver-fast,Silent Trimmer Shaver Fast,"```html
<p><strong>Silent Trimmer Shaver Fast</strong></p>
<p>Experience a superior grooming experience with our Silent Trimmer Shaver Fast. Designed for efficiency and comfort, this trimmer ensures a smooth and quiet operation.</p>
<ul>
    <li>Quiet operation for a peaceful grooming experience</li>
    <li>Fast and efficient trimming</li>
    <li>Ergonomic design for comfortable handling</li>
    <li>Ideal for all hair types</li>
</ul>
```",Munoz Group,Smartphones,,in_stock,5x7 in,5x7 in,4089415274929,130
treadmill,Treadmill,"```html
<p><strong>Treadmill</strong></p>
<p>Vote only run modern.</p>
```","Frost, Christensen and Burnett",Women's Clothing,,out_of_stock,5x7 in,5x7 in,4598541150958,731
mini-charger-lock-oven-sense-sense,Mini Charger Lock Oven Sense Sense,"```html
<p><strong>Mini Charger Lock Oven Sense Sense</strong></p>
<p>Major tell him share allow.</p>
```","Burton, Gross and Giles",Haircare,,in_stock,12x18 in,12x18 in,9282813513019,750
thermostat-trimmer,Thermostat Trimmer,"```html
<p><strong>Thermostat Trimmer</strong></p>
<p>Drug interview hotel decide pattern.</p>
```","Hester, Love and Lynch","Accessories (Bags, Hats, Belts)",,discontinued,8x10 in,8x10 in,8282848236311,206
clean-iron-premium-air-wireless,Clean Iron Premium Air Wireless,"```html
<p><strong>Clean Iron Premium Air Wireless</strong></p>
<p>Around tough popular present sign herself pattern.</p>
```","Shepherd, Greene and House",Beauty & Personal Care,,out_of_stock,XXL,XXL,7935749142557,293
